acronym_,expansion,id,text
SR,success rate,TR-39910,"tab : table10.95tabularcccccc1 - 6 & & 2 c All&2 c 3 - 6 & & SR & SPL & SR & SPL & Random & 1.2 & 0.7 & 0.6 & 0.3 2 - 6Unseen&TD - A3C & 20.0 & 4.0 & 12.9 & 2.6 2 - 6scenes , & TD - A3C(BC ) & 23.0 & 7.9 & 13.4 & 3.7 2 - 6Known&Ours & 45.7 & 25.8 & 41.9 & 24.8 2 - 6targets & Ours - FroView & 32.3 & 10.3 & 29.8 & 9.4 2 - 6P=17.7 & Ours - NoGen & 41.2 & 23.8 & 38.5 & 22.2 2 - 6 & Ours - VallinaGen & 37.5 & 17.7 & 34.0 & 15.9 2 - 6 & Random & 2.0 & 1.0 & 0.6 & 0.4 2 - 6Unseen&TD - A3C & 10.1 & 1.9 & 6.3 & 1.1 2 - 6scenes , & TD - A3C(BC ) & 12.3 & 2.4 & 7.5 & 1.6 2 - 6Novel&Ours & 37.7 & 20.5 & 35.4 & 19.7 2 - 6targets & Ours - FroView & 24.6 & 7.8 & 23.0 & 6.9 2 - 6P=16.0 & Ours - NoGen & 35.7 & 19.1 & 31.6 & 17.4 2 - 6 & Ours - VallinaGen & 31.4 & 13.9 & 29.4 & 12.7 2 - 6tabulartabletableComparing navigation performance ( SR and SPL in ) on different scene categories on AI2-THOR with stop action ."
HMC,hybrid monte carlo,TR-39959,XXXXXXX HMC Properties & Acceptance Rate ( ) & IACF equilibration & IACF production & Acceptance Rate ( ) & IACF equilibration & IACF production ( ps ) & 3c25 fs 1000 = 25 ps & 3c25 fs 2000 = 50 ps VV & 42.92 & 105.50 & 102.76 & 39.34 & 226.57 & FAILED BCSS & 17.64 & 259.38 & FAILED & 6.01 & 373.43 & FAILED AIA & 41.30 & 107.04 & 105.94 & 41.10 & 101.02 & 141.67 Acceptance rate and IACF for equilibration and production with HMC for the biggest simulated time step and two choices of lengths of MD trajectories .
CNN,convolutional neural network,TR-40049,"Proposed ModelWe construct an end - to - end trainable CNN architecture comprising of ( 1 ) a Siamese network , encompassing a pair of standard VGGNet CNNs truncated up and until the fourth convolutional layer ( conv ) with pretrained weights , that output a pair of tensors for each image , ( 2 ) a joint graph formulation computed as shown in equation ( ) , which is then reshaped into 2D grids of corresponding sizes and further appended with ( 3 ) a pair of ( Siamese ) convolutional layers , which are then concatenated , followed by a few dense layers to ultimately regress the homography matrix ."
SVD,singular value decomposition,TR-40137,"Archival industrial gas turbine data setsPart 2 of this paper applies these theoretically supported exact results based on rank conditions to industrial data sets in order to demonstrate several features:[label=(*)]that the methods are amenable to handling less than pristine industrial data , where linearity is only a local feature , models are admittedly approximate , and data integrity is challenged;that the rank conditions of the theory can be effectively replaced by rank - revealing SVD conditions;that the methods are applicable to MIMO systems directly ; andthat model fitting can improve with the introduction of multiple data sets , thereby unlocking the data archive ."
MC,marginal contribution,TR-40152,"6 & _ p_i^req , t_i , s_i , w_i & & _ jA_i t_i , j , & & i P & subject to : & & & & & w_i , j p_j^min p^req_i , j w_i , j p_j^max , & & j A_i & & & _ jW_i p_i , j^req g_i , j ^2 = ^th & & j A_i & & & m_i(n ) p_i , j^req + y_i(n , p_-i , j^rcv ) t_i , j & & & j A_i , & 0 n M_j & & & _ j A_i w_i , j W^max & & j A_i & & & p^req_i , j , t_i , j R , s_i , j , w_i , j 0,1 & & j A_i MRC - based centralized approach with MILPIn the previous section , we discussed decision - making with the MC and the SV schemes ."
MT,machine translation,TR-40222,"Due to the differences in vocabularies and sentence lengths of the generated translations , in order to conduct a realistic comparison of the frequencies we applied 3 post - processing steps on the collected data : ( i ) we accounted for sentence variability by normalizing the frequency of each word ( in the HT or the MT output ) by the length of sentences in which it appears , ( ii ) we normalized the frequency of each word ( in the HT or the MT output ) by the accumulated frequency , reducing each frequency to a probability , and ( iii ) to account for the missing words in the MT output we counted words with zero frequencies separately ."
GPA,graph partition algorithm,TR-40245,"table*[t]F1 scores in the task of node classification.tbl:exp-node-classificationtabularcccccc 2*Algorithm & 2*Initialization & 2cMicro - F1 score & 2cMacro - F1 score 3 - 6 & & Blog & Wiki & Blog & Wiki 3*node2vec & GPA & 0.3174 & 0.6310 & 0.2395 & 0.5830 2 - 6 & HARP & 0.3028 & 0.6192 & 0.2281 & 0.5631 2 - 6 & Random & 0.2916 & 0.6033 & 0.2195 & 0.5587 3*DeepWalk & GPA & 0.3399 & 0.6295 & 0.2563 & 0.5616 2 - 6 & HARP & 0.3191 & 0.6029 & 0.2387 & 0.5481 2 - 6 & Random & 0.3106 & 0.5967 & 0.2315 & 0.5380 3*LINE & GPA & 0.3070 & 0.4987 & 0.2082 & 0.4282 2 - 6 & HARP & 0.2823 & 0.4798 & 0.2029 & 0.4165 2 - 6 & Random & 0.2799 & 0.4687 & 0.1982 & 0.4091 tabulartable*Evaluations on Node ClassificationIn node classification , we evaluate the performance of GPA , HARP and Random on the datasets , i.e. , Blog and Wiki , whose nodes are associated with labels ."
LR,logistic regression,TR-40409,"tab : suprestabularllllllllll2 * & 3cRBWH & 3cRCH & 3cGCH & P & R & F1 & P & R & F1 & P & R & F1 SVM & 0.8539 & 0.8122 & 0.8325 & 0.9366 & 0.8811 & 0.9080 & 0.9347 & 0.8810 & 0.9071 SGD & 0.8575 & 0.7329 & 0.7903 & 0.9104 & 0.8276 & 0.8670 & 0.8713 & 0.7951 & 0.8315 NB & 0.9353 & 0.7102 & 0.8074 & 0.8409 & 0.9048 & 0.8717 & 0.8049 & 0.9281 & 0.8621 RF & 0.8508 & 0.7524 & 0.7986 & 0.9182 & 0.7552 & 0.8288 & 0.8654 & 0.8210 & 0.8426 LR & 0.8872 & 0.6912 & 0.7770 & 0.7003 & 0.0725 & 0.1314 & 0.9751 & 0.5043 & 0.6648 CNN & 0.9159 & 0.9028 & 0.9085 * & 0.9370 & 0.9408 & 0.9367 * & 0.9359 & 0.9342 & 0.9335 * tabulartableSemi - supervised Learning Performancesec : semsupresTable tab : sslres presents the performance of the self - trained CNN across RBWH , RCH , and GCH ."
STL,single task learning,TR-40595,tab : sentfulltabularccccccccData & 1 & 2 & 3 & 4 & 5 & 6 & 7 Tasks & 14 & 28 & 56 & 84 & 42 & 86 & 126 tabular[c]@c@Thresholds ( Splits)tabular & 1 ( 1 ) & 2 ( 2 ) & 2 ( 4 ) & 2 ( 6 ) & 3 ( 3 ) & 3 ( 6 ) & 3 ( 9 ) Train Size & 240 & 120 & 60 & 40 & 80 & 40 & 26 STL & 0.749 ( 0.003 ) & 0.429 ( 0.002 ) & 0.432 ( 0.001 ) & 0.429 ( 0.002 ) & 0.400 ( 0.002 ) & 0.399 ( 0.003 ) & 0.397 ( 0.001 ) ITL & 0.713 ( 0.002 ) & 0.433 ( 0.001 ) & 0.440 ( 0.002 ) & 0.431 ( 0.001 ) & 0.499 ( 0.001 ) & 0.486 ( 0.002 ) & 0.479 ( 0.001 ) SHAMO & 0.721 ( 0.005 ) & 0.423 ( 0.002 ) & 0.437 ( 0.006 ) & 0.429 ( 0.002 ) & 0.498 ( 0.006 ) & 0.460 ( 0.002 ) & 0.496 ( 0.013 ) CMTL & 0.713 ( 0.002 ) & 0.557 ( 0.016 ) & 0.436 ( 0.007 ) & 0.429 ( 0.004 ) & 0.508 ( 0.002 ) & 0.486 ( 0.002 ) & 0.476 ( 0.002 ) MTFL & 0.711 ( 0.002 ) & 0.482 ( 0.004 ) & 0.473 ( 0.002 ) & 0.432 ( 0.007 ) & 0.522 ( 0.002 ) & 0.487 ( 0.003 ) & 0.481 ( 0.002 ) GO - MTL & 0.638 ( 0.006 ) & 0.582 ( 0.012 ) & 0.526 ( 0.013 ) & 0.516 ( 0.007 ) & 0.587 ( 0.004 ) & 0.540 ( 0.005 ) & 0.539 ( 0.008 ) BiFactorMTL & 0.722 ( 0.006 ) & 0.611 ( 0.018 ) & 0.561 ( 0.013 ) & 0.598 ( 0.002 ) & 0.643 ( 0.013 ) & 0.578 ( 0.020 ) & 0.574 ( 0.052 ) TriFactorMTL & 0.733 ( 0.006 ) & 0.627 ( 0.008 ) & 0.588 ( 0.006 ) & 0.603 ( 0.012 ) & 0.655 ( 0.013 ) & 0.606 ( 0.020 ) & 0.632 ( 0.029 ) tabulartable table[h ! ]
NE,nash equilibrium,TR-40652,"When players use "" canonical co - evolutionary genetic algorithms "" as learning algorithms , the process of the game is an ergodic Markov Chain , and therefore we analyze simulation results using both the relevant methodology and more general statistical tests , to find that in the "" social "" case , states leading to NE play are highly frequent at the stationary distribution of the chain , in contrast to the "" individual learning "" case , when NE is not reached at all in our simulations ; to find that the expected Hamming distance of the states at the limiting distribution from the "" NE state "" is significantly smaller in the "" social "" than in the "" individual learning case "" ; to estimate the expected time that the "" social "" algorithms need to get to the "" NE state "" and verify their robustness and finally to show that a large fraction of the games played are indeed at the Nash Equilibrium ."
EHS,enhanced hybrid swipt protocol,TR-40720,"So the derived equation after putting the values is like as below : OP_CEU^x_3 = p_F_CEUp_F_CEU+p_N_CEU(1-e^-_CEU^R_3Ps_CEU p_F ) + ( 1-e^(-_CEU^R_3_CCU _ CCU , CEU(21-+ ) ) ) -p_F_CEUp_F_CEU+p_N_CEU ( 1-e^-_CEU^R_3Ps_CEU p_F)(1-e^(-_CEU^R_3_CCU _ CCU , CEU(21-+)))Energy EfficiencyThe harvested energy at CCU by EHS protocol can be derived as below [ 11 ] , In addition , the transmitted power from CCU to CEU can be expressed as below based on the harvested energy [ 21 ] , Moreover , the EE can be derived as below for the proposed EHS - CNOMA scheme [ 21 ] , So Eq.29 shows that EE is related to the and ."
RV,random vaccination,TR-40743,"tikzpicture customlegend[legend columns=4,legend style = at=(0.12,1.02),draw = none , column sep=3ex , line width=2pt , font= , legend entries = RV , AV , IMV , DV , direct , indirect ] solid , color = blue color = red color = green color = magenta color = black dashdotted , color = black customlegend tikzpicture pvan_a.pdfpvan_b.pdfpvan_c.pdfpvan_d.pdfAverage outbreak sizes at various vaccination rates ( percentage of total nodes ) of different strategies : ( A , B ) nodes are vaccinated with contacts created for direct interactions and ( C , D ) comparison of outbreak sizes for vaccinating nodes with contacts based on the direct interactions ( solid lines ) and contact based on any direct or indirect interactions ( dashed lines)-1.5emfig : avacfigurefigure[h ! ]"
OP,old persian,TR-40951,"[ noitemsep]*huarnah-/*farnah- MP xwarrah NP farr ' glory'*uarna - ka- ' wool ' Phl wlk ' , MMP wrg /warrag/ NP barrah ' lamb'*parna- Phl pl , MMP pr /parr/ NP par(r ) ' feather'OP krnuvaka < k - r - nu - u - v - k - a > ' stonemason ' Phl < k(y)lwk ' > , MMP < qrwg > ' artisan ' , generally transcribed as kirrog on the basis of Armenian krogpet , though late OP * uva would seem to yield MP u*d(a)r - n- Phl dl- /darr/ NP darr- ' to rend , tear up'darrah*us - prna- Phl spwl , MMP ' spwr /aspurr/ ' accomplished'It has been suggested that the changes * rn rr and * rn l are interconnected , and that l(l ) r(r ) variation in reflexes of * rn represents dialectal variation within West Iranian ( [ 292 , fn ."
PC,principal component,TR-41016,"@ X rr rr@ & 2 c CNS & 2 c MDC ( lr)2 - 3(lr)4 - 5 & ( PC 0 ) & ( PC 1 ) & ( PC 0 ) & ( PC 1 ) Social circle size , & 0.41 & 0.16 & 0.37 & -0.15 Activity space size , & 0.42 & -0.24 & 0.42 & -0.08 New ties / week , & 0.33 & 0.28 & 0.27 & 0.33 New locations / week , & 0.38 & -0.05 & 0.37 & 0.19 Social circle entropy , & 0.31 & 0.30 & 0.34 & 0.09 Activity space entropy , & 0.38 & -0.16 & 0.30 & -0.07 Social circle stability , & -0.16 & -0.46 & 0.07 & -0.72 Activity space stability , & -0.10 & -0.49 & -0.12 & -0.51 Social circle rank turnover , & -0.20 & 0.28 & -0.33 & 0.10 Activity space rank turnover , & -0.30 & 0.44 & -0.38 & 0.17 Contribution of the original variables to the first principal component ."
FEC,forward error correction,TR-41077,"tabularccccccc -1.5exPacket loss & -1.5exQoE & -1.5exWithout & & -1.5exVideo - aware FEC & & -1.5exViewFEC 1.0exrate & 1.0exMetric & 1.0exFEC & 1.5exVideo - aware FEC & 1.0exImprovement & 1.5exViewFEC & 1.0exImprovement 2*Packet loss 5 & VQM & 3.05 & 1.06 & 65.14 & 1.02 & 66.48 & SSIM & 0.76 & 0.91 & 19.74 & 0.92 & 21.05 2*Packet loss 10 & VQM & 4.01 & 1.11 & 72.36 & 1.12 & 72.09 & SSIM & 0.74 & 0.91 & 22.97 & 0.91 & 22.97 2*Packet loss 15 & VQM & 6.19 & 1.60 & 74.09 & 1.49 & 75.87 & SSIM & 0.50 & 0.90 & 80.00 & 0.89 & 78.00 2*Packet loss 20 & VQM & 8.68 & 1.77 & 79.60 & 1.81 & 79.14 & SSIM & 0.33 & 0.88 & 166.67 & 0.88 & 166.67 tabular tab : vfec : allpktloss center tableTaking into consideration the results of the experiments , it is possible to say that the proposed ViewFEC mechanism showed good performance ."
MF,matrix factorization,TR-41197,"Here , we simply let the latent representation of patient be the sum of its features ' latent vectors : equationp_i = _ uf_i e_u^iequationSimilarly , the latent representation of doctor is also given by the sum of its features ' latent vectors : equationq_j = _ uf_j e_u^jequationThen , MF learns and , such that the predicted score for unobserved entries is given by the inner product of latent patient and doctor representations : equationy_ij = g(i , j p_i , q_j ) = g(p_iq_j ) equation where denotes the function that maps model parameters to the predicted score ."
SPA,simple power analysis,TR-41283,"t]Passive physical attacks and countermeasures & Parameters selection & 2001 [ HTML]FFFFFF & Bleichenbacher and restart & Parameters validation & 2003 [ HTML]FFFFFF & SPA / DPA / doubling & & [ HTML]FFFFFF & & & [ HTML]FFFFFF & SPA / timing & constant runtime & 2012 [ HTML]FFFFFF & & & 2012 [ HTML]FFFFFF & Template with lattice & Large prime finite & 2014 [ HTML]FFFFFF & CPA & & 2015 [ HTML]FFFFFF & SPA & & 2015 [ HTML]FFFFFF & SPA / DPA / ZPA & & 2017 Active attacksThere is another type of SCA attack , which uses errors to reveals some bits , called fault attacks ."
ASA,adaptive segmentation algorithm,TR-41288,"[ ] [ Manual annotation ] [ ] [ EDF image ] [ ] [ ASA mask ] An example from our data set , where a ) is the manual annotation ( counted neurons have green dots ) , b ) is the EDF image , and c ) is the ASA mask for the EDF image shown in ( b ) [ ] [ Initial masks created using ASA followed by human verification ] [ ] [ Iterative human - in - the - loop verification of deep learning predicted masks ] Proposed method in two steps : a ) creating EDF images , and applying ASA , then human verification , and then b ) iterative process using accepted ASA masks / images for training , and ASA masks / images as an active set ."
AI,artificial intelligence,TR-41340,"Our contributions are as follows : itemizeWe enrich current understanding of public perception by presenting results of an in - depth survey focused on AI , conducted across a broad range of countries , including several developing countries ( encompassing in total the United States , Canada , Australia , France , South Korea , Brazil , Nigeria , and India)We identify four key sentiments ( exciting , useful , worrying , and futuristic ) whose prevalence distinguishes responses to AI in different countriesWe report widespread belief that AI will have significant impact on society , including positive expectations of AI in healthcare , as well as concerns about privacy and job lossitemizeIn the remainder of the paper , we review relevant background , describe our methodology , present and discuss our findings , and conclude with a discussion of future work ."
CT,computed tomography,TR-41440,"The total loss can be formulated asequation5eq : hybridlossalignedTP_p(c ) = & _ n=1^Np_n(c)g_n(c ) FN_p(c ) = & _ n=1^N(1-p_n(c))g_n(c ) FP_p(c ) = & _ n=1^Np_n(c)(1-g_n(c ) ) L = & L_Dice + L_Focal = & C - _ c=0^C-1TP_p(c)TP_p(c ) + FN_p(c ) + FP_p(c ) & - 1N_c=0^C-1_n=1^Ng_n(c)(1-p_n(c))^2(p_n(c ) ) , alignedequationwhere , and are the true positives , false negatives and false positives for class calculated by prediction probabilities respectively , is the predicted probability for voxel being class , is the ground truth for voxel being class , is the total number of anatomies plus one ( background ) , is the trade - off between dice loss and focal loss , and are the trade - offs of penalties for false negatives and false positives which are set as 0.5 here , is the total number of voxels in the CT images ."
TPR,true positive rate,TR-41459,"table[]True negative and true positive rates ( in ) for each datasettable : ExperimentalResultstabularllllllll3 - 8 & & 2c & 2c & 2c 2cMethod & TNR & TPR & TNR & TPR & 1lTNR & 1lTPR 2lModSecurity & 76,1 & 34,3 & 61,1 & 72,2 & 1l42,8 & 1l93,0 2lOne - class : & 88,9 & 34,6 & 93,3 & 86,2 & 1l0,0 & 1l98,6 2lCombined OC - MS & 97,3 & 20,1 & 99,1 & 63,0 & 1l42,8 & 1l92,1 1l5*N - grams & n=1 & 99,9 & 93,0 & 93,9 & 95,9 & 2l5 * 2 - 61l & n=2 & 99,9 & 94,8 & 94,4 & 97,6 & 2l 2 - 61l & n=3 & 99,5 & 96,1 & 92,0 & 97,5 & 2l 2 - 61l & n=4 & 96,2 & 96,8 & 90,7 & 98,8 & 2l 2 - 61l & n=5 & 90,9 & 97,5 & 89,4 & 98,9 & 2l 1 - 6tabulartablefigure * pkdd-results.png Results for the dataset ."
RTF,region templates framework,TR-41686,"The specific contributions of this work are presented below with a reference to the section in which they are described : enumerate A graphical user interface for simplifying the deployment of workflows for the RTF , which is coupled with a code generator that allows the flexible use of the RTF on distinct domains [ Section sec : improve ] ; The development and analysis of multi - level reuse algorithms : enumerate A coarse - grain merging algorithm was implemented [ Section sec : stage - merging ] ; A fine - grain Naive Merging Algorithm was proposed and implemented [ Section sec : naive - merging ] ; The fine - grain Smart Cut Merging Algorithm was proposed and implemented [ Section sec : sca ] ; The fine - grain Reuse - Tree Merging Algorithm was proposed and implemented [ Section sec : rtma ] ; enumerate Proposal and implementation of the Task - Balanced Reuse - Tree Merging Algorithm that reduces the issue of loss of parallelism due to load imbalance provoked by the Reuse - Tree Merging Algorithm [ Section sec : TRTMA ] ; The performance gains of the proposed algorithms with a real - world microscopy image analysis application were demonstrated using different SA strategies ( e.g MOAT and VBD ) at different scales ."
MAPE,mean absolute percentage error,TR-41776,"DiscussionChoosing a Control Time Series choosecontroltable*[t]tabularccccc & Treated Series ( lang ; region ) & Control Series ( lang ; region ) & Avg MAPE & tabular[c]@c@Avg MAPE ( No Control Series)tabular Model 1 & hi - wiki page views ; Madhya Pradesh & hi - wiki page views ; other states of India & 7.54 & 11.54 Model 2 & hi - wiki page views ; Madhya Pradesh & other wikis page views ; Madhya Pradesh & 9.31 & 11.54 Model 3 & hi - wiki page views ; all of India & hi - wiki page views ; other countries & 7.22 & 7.92 Model 4 & hi - wiki page views ; all of India & other wikis page views ; all of India & 9.14 & 7.92 tabularComparison of the predictive power of four sets of control time series for the Hindi Wikipedia campaign , of which the treated series and the control series either share the same geographic region or the same Wikipedia language edition ."
MPI,multiple parallel instances,TR-41789,figure[!htb ] subfigure.49 figures / main - RMSD - t_total.pdf format = hang Scaling total ( five repeats ) fig : MPIscaling subfigure subfigure.49 figures / main - RMSD - speed_up.pdf format = hang Speed - up ( five repeats ) fig : MPIspeedup subfigure subfigure.49 figures / main - RMSD - time_comp_IO_comparison.pdf format = hang Scaling for different components ( five repeats ) fig : ScalingComputeIO subfigure subfigure .5 figures / main - RMSD - BarPlot - rank - comparison_72_5.pdf format = hang Time comparison on different parts of the calculations per MPI rank ( example ) fig : MPIranks subfigure Performance of the RMSD task parallelized with MPI on SDSC Comet .
NL,natural language,TR-41849,Evaluating Effectivenesstable [ t ] 1.0 tabular l r c c c c & & N & R & P & F-1 5*minipage0.5 in Keyword Search Systemsminipage & QGA(+TransE ) & 100 & 0.59 & 0.85 & 0.70 & QGA(+Cooccur ) & 100 & 0.49 & 0.76 & 0.59 & QGA(+TFIDF ) & 100 & 0.37 & 0.64 & 0.47 & DPBF & 100 & 0.46 & 0.21 & 0.29 & SUMG & 100 & 0.31 & 0.22 & 0.23 6*minipage0.5 in NL - QA Systemsminipage & CANaLI & 100 & 0.89 & 0.89 & 0.89 & UTQA & 100 & 0.69 & 0.82 & 0.75 & QGA(+TransE ) & 100 & 0.59 & 0.85 & 0.70 & NBFramework & 63 & 0.54 & 0.55 & 0.54 & SemGraphQA & 100 & 0.25 & 0.70 & 0.37 & UIQA & 44 & 0.28 & 0.24 & 0.25 tabular tablenotes N : Number of Processed Queries ; R : Recall ; P : Precision .
VAT,virtual adversarial training,TR-42061,table*[t!]table1 tabularl c c c 2*Model & Omniglot & 2 c Mini - Imagenet & 1-shot & 1-shot & 5-shot PN ren2018metalearning & 94.62 0.09 & 43.61 0.27 & 59.08 0.22 Our CPN : ( PN + VAT ) & 95.66 0.21 & 44.63 0.21 & 64.02 0.20 Our CPN : ( PN + VAT + ENT ) & 97.14 0.16 & 44.48 0.22 & 66.94 0.20 Our CPN ( PN + RW ) & 97.96 0.07 & 50.33 0.27 & 66.99 0.24 Our CPN ( final : PN+RW+VAT ) & 98.03 0.11 & 51.03 0.23 & 67.78 0.20 tabular Ablation Studytbl_ablationtable *
PP,pairwise perturbation,TR-42311,"itemizedefn algorithmCPALSPP : Pairwise perturbation algorithm for CP - ALScpalsppalgorithmic[1]Input : Tensor , Tensor dimension , Decomposition rank , Pairwise perturbation construction tree , Map of TreeNode and Tensor Map , Tolerance , get TreeNode t such that TreeMapPP(Map , , , , t ) algorithmicalgorithmalgorithmTreeMapPP : Construction procedure for PP dimension tree mapeuclidalgorithmic[1]Input : Tensor , Map of TreeNode and Tensor Map , Pairwise perturbation construction tree , , TreeNode tt Map Map[t ] max number in size()=1 qcrIt 's the last matrix to contract Map[t ] Map[t ] Parent[t ] Map TreeMapPP(Map , , , , Parent[t ] ) Map[Parent[t ] ] Map[t ] Map[t ] algorithmicalgorithmlemmalemma : costTo get with , , tensors will be calculated on each level with ."
CT,computed tomography,TR-42471,figure [ ht ] center minipage0.15 ./fig / snapshot0101new3.png minipage minipage0.15 ./fig / snapshot0121new3.png minipage minipage0.15 ./fig / snapshot0131new3.png minipage minipage0.15 ./fig / snapshot0141new3.png minipage minipage0.15 ./fig / snapshot0102new3.png minipage minipage0.15 ./fig / snapshot0122new3.png minipage minipage0.15 ./fig / snapshot0132new3.png minipage minipage0.15 ./fig / snapshot0142new3.png minipage minipage0.15 ./fig / snapshot0104new.png minipage minipage0.15 ./fig / snapshot0124new.png minipage minipage0.15 ./fig / snapshot0134new.png minipage minipage0.15 ./fig / snapshot0144new.png minipage minipage0.15 ./fig / snapshot0105new2.png minipage minipage0.15 ./fig / snapshot0125new2.png minipage minipage0.15 ./fig / snapshot0135new2.png minipage minipage0.15 ./fig / snapshot0145new2.png minipage minipage0.15 ./fig / snapshot0107new.png minipage minipage0.15 ./fig / snapshot0127new.png minipage minipage0.15 ./fig / snapshot0137new.png minipage minipage0.15 ./fig / snapshot0147new.png minipage minipage0.15 ./fig / snapshot0108new2.png minipage minipage0.15 ./fig / snapshot0128new2.png minipage minipage0.15 ./fig / snapshot0138new2.png minipage minipage0.15 ./fig / snapshot0148new2.png minipage center 5fig : vis2 Visualizations for the first four anatomy on the first four holdout CT images .
TD,top - down,TR-42506,"To model this , the incoming presynaptic activities are transformed as following before they make up the afferent input via the respective receptive field of a unit : equationeq : forwardInhalignedp^pre_i = p^pre_i - 1 K _ j^K p^pre_j , & pre BU , LAT , TD I^Source = _ i^K w^Source_i p^pre_i , & Source BU , LAT , TD , alignedequationwhere stands for raw presynaptic activity , is the presynaptic activity transformed by forward inhibition , is the total number of incoming synapses of a certain origin , the weights constitute the receptive field and designates the final computed value of the afferent input from the respective origin ."
AC,actor - critic,TR-42510,table[!h ] adjustwidth-.5in-.5 in font = small tabularlccccccc 2*Algorithm & 2cEncoder & 4cDecoder & 2*BLEU & NN Type & Size & NN Type & Size & Attention & Input Feed & MIXER ranzato2015sequence & 1-layer CNN & 256 & 1-layer LSTM & 256 & Dot - Prod & N & 20.73 BSO wiseman2016sequence & 1-layer BiLSTM & 128 2 & 1-layer LSTM & 256 & Dot - Prod & Y & 27.9 Q(BLEU ) li2017learning & 1-layer BiLSTM & 128 2 & 1-layer LSTM & 256 & Dot - Prod & Y & 28.3 AC bahdanau2016actor & 1-layer BiGRU & 256 2 & 1-layer GRU & 256 & MLP & Y & 28.53 RAML ma2017softmax & 1-layer BiLSTM & 256 2 & 1-layer LSTM & 256 & Dot - Prod & Y & 28.77 VAML & 1-layer BiLSTM & 128 2 & 1-layer LSTM & 256 & Dot - Prod & Y & 28.94 ERAC & 1-layer BiLSTM & 128 2 & 1-layer LSTM & 256 & Dot - Prod & Y & 29.36 NPMT huang2017toward & 2-layer BiGRU & 256 2 & 2-layer LSTM & 512 & N.A. & N.A. & 29.92 NPMT+LM huang2017toward & 2-layer BiGRU & 256 2 & 2-layer LSTM & 512 & N.A. & N.A. & 30.08 ERAC & 2-layer BiLSTM & 256 2 & 2-layer LSTM & 512 & Dot - Prod & Y & 30.85 tabular Comparison of algorithms with detailed architecture information on the IWSTL 2014 dataset for MT .
MSA,modern standard arabic,TR-42605,table1.380mm16mmtabular@lllllllll@ & EGY & GLF & LAV & MSA & NOR & Total Truth & PRC EGY & 221 & 15 & 57 & 13 & 9 & 315 & 50.3 GLF & 45 & 121 & 82 & 12 & 5 & 265 & 55.8 LAV & 74 & 43 & 199 & 18 & 14 & 348 & 46.9 MSA & 19 & 17 & 20 & 218 & 5 & 279 & 77 NOR & 80 & 21 & 66 & 22 & 166 & 355 & 83.4 class & 439 & 217 & 424 & 283 & 199 RCL & 70.2 & 45.7 & 57.2 & 78.1 & 46.8 tabularConfusion Matrix for DID.tab : cmtabletable[H]1.350mm10.5mmtabular@lllllll@ Expected Dialect & EGY & GLF & LAV & NOR & MSA EGY & 65 & & & & 32 GLF & & 41 & 4 & & 53 LAV & 1 & 1 & 53 & & 39 NOR & 1 & & & 69 & 28 tabularExpected dialect of each speech segment from particular dialectal speakers.tab:expansion2table
CT,computed tomography,TR-42644,figure figure [ ht ] center minipage0.15 ./fig / snapshot0109new2.png minipage minipage0.15 ./fig / snapshot0129new2.png minipage minipage0.15 ./fig / snapshot0139new2.png minipage minipage0.15 ./fig / snapshot0149new2.png minipage minipage0.15 ./fig / snapshot0110new3.png minipage minipage0.15 ./fig / snapshot0130new3.png minipage minipage0.15 ./fig / snapshot0140new3.png minipage minipage0.15 ./fig / snapshot0150new3.png minipage minipage0.15 ./fig / snapshot0106new3.png minipage minipage0.15 ./fig / snapshot0126new3.png minipage minipage0.15 ./fig / snapshot0136new3.png minipage minipage0.15 ./fig / snapshot0146new3.png minipage minipage0.15 ./fig / snapshot0103new3.png minipage minipage0.15 ./fig / snapshot0123new3.png minipage minipage0.15 ./fig / snapshot0133new3.png minipage minipage0.15 ./fig / snapshot0143new3.png minipage center 5fig : vis2_2 Visualizations for five anatomies on the first four holdout CT images .
MPI,multiple parallel instances,TR-42827,figure[!htb ] subfigure.49 figures / RMSD - ga4py - t_total.pdf format = hang Scaling total fig : MPIscaling - ga4py subfigure subfigure.49 figures / RMSD - ga4py - speed_up.pdf format = hang Speed - up fig : MPIspeedup - ga4py subfigure subfigure.49 figures / RMSD - ga4py - time_IO_comparison.pdf format = hang Scaling for different components fig : ScalingComputeIO - ga4py subfigure subfigure .5 figures / RMSD - ga4py - BarPlot - rank - comparison_72_1.pdf format = hang Time comparison on different parts of the calculations per MPI rank fig : MPIranks - ga4py subfigure Performance of the RMSD task using Global Arrays on SDSC Comet .
